src_id	tgt_id	src_label	tgt_label	j_label	b_label	j_pooled	b_pooled	j_max_syn	b_max_syn	n_inter_pooled	n_union_pooled
mp:0003600	hp:0000086	ectopic kidney	Ectopic kidney	1.000000	high	0.571429	medium	1.000000	high	4	7
mp:0003446	hp:0000089	renal hypoplasia	Renal hypoplasia	1.000000	high	0.428571	medium	1.000000	high	3	7
mp:0002962	hp:0000093	increased urine protein level	Proteinuria	0.000000	zero	0.333333	medium	1.000000	high	3	9
mp:0000520	hp:0000104	absent kidney	Renal agenesis	0.000000	zero	0.400000	medium	1.000000	high	4	10
mp:0003604	hp:0000104	single kidney	Renal agenesis	0.000000	zero	0.375000	medium	0.666667	high	3	8
mp:0003068	hp:0000105	enlarged kidney	Enlarged kidney	1.000000	high	0.555556	medium	1.000000	high	5	9
mp:0003675	hp:0000107	kidney cyst	Renal cyst	0.333333	medium	0.666667	high	1.000000	high	4	6
mp:0000527	hp:0000110	abnormal kidney development	Renal dysplasia	0.000000	zero	0.100000	low	0.250000	low	1	10
mp:0002135	hp:0000110	abnormal kidney morphology	Renal dysplasia	0.000000	zero	0.181818	low	1.000000	high	2	11
mp:0008528	hp:0000113	polycystic kidney	Polycystic kidney dysplasia	0.666667	high	0.444444	medium	1.000000	high	4	9
mp:0000001	hp:0000118	mammalian phenotype	Phenotypic abnormality	0.000000	zero	0.000000	zero	0.000000	zero	0	5
mp:0003604	hp:0000122	single kidney	Unilateral renal agenesis	0.000000	zero	0.500000	medium	1.000000	high	5	10
mp:0001859	hp:0000123	kidney inflammation	Nephritis	0.000000	zero	0.750000	high	1.000000	high	3	4
mp:0011361	hp:0000125	pelvic kidney	Pelvic kidney	1.000000	high	0.333333	medium	1.000000	high	2	6
mp:0000519	hp:0000126	hydronephrosis	Hydronephrosis	1.000000	high	0.166667	low	1.000000	high	2	12
mp:0002211	hp:0000133	abnormal primary sex determination	Gonadal dysgenesis	0.000000	zero	0.000000	zero	0.000000	zero	0	10
mp:0009906	hp:0000158	increased tongue size	Macroglossia	0.000000	zero	0.285714	low	1.000000	high	4	14
mp:0003755	hp:0000174	abnormal palate morphology	Abnormal palate morphology	1.000000	high	0.250000	low	1.000000	high	4	16
mp:0000111	hp:0000175	cleft palate	Cleft palate	1.000000	high	0.272727	low	1.000000	high	3	11
mp:0013546	hp:0000185	cleft soft palate	Cleft soft palate	1.000000	high	0.444444	medium	1.000000	high	4	9
mp:0003757	hp:0000218	high palate	High palate	1.000000	high	0.250000	low	1.000000	high	2	8
mp:0030168	hp:0000219	thin upper lip	Thin upper lip vermilion	0.750000	high	0.307692	low	1.000000	high	4	13
mp:0031091	hp:0000224	hypogeusia	Hypogeusia	1.000000	high	0.272727	low	1.000000	high	3	11
mp:0001891	hp:0000238	hydrocephaly	Hydrocephalus	0.000000	zero	0.181818	low	1.000000	high	2	11
mp:0030368	hp:0000243	trigonocephaly	Trigonocephaly	1.000000	high	0.888889	high	1.000000	high	8	9
mp:0000433	hp:0000252	microcephaly	Microcephaly	1.000000	high	0.500000	medium	1.000000	high	6	12
mp:0000434	hp:0000256	megacephaly	Macrocephaly	0.000000	zero	0.466667	medium	1.000000	high	7	15
mp:0003742	hp:0000268	narrow head	Dolichocephaly	0.000000	zero	0.250000	low	1.000000	high	3	12
mp:0003743	hp:0000271	abnormal facial morphology	Abnormality of the face	0.000000	zero	0.166667	low	0.250000	low	2	12
mp:0006168	hp:0000286	epicanthus inversus	Epicanthus	0.500000	medium	0.187500	low	0.500000	medium	3	16
mp:0001300	hp:0000316	ocular hypertelorism	Hypertelorism	0.500000	medium	0.894737	high	1.000000	high	17	19
mp:0030193	hp:0000322	short philtrum	Short philtrum	1.000000	high	0.615385	medium	1.000000	high	8	13
mp:0030099	hp:0000324	facial asymmetry	Facial asymmetry	1.000000	high	0.833333	high	1.000000	high	15	18
mp:0031292	hp:0000329	increased facial hemangioma incidence	Facial hemangioma	0.500000	medium	0.250000	low	1.000000	high	2	8
mp:0030048	hp:0000340	sloping forehead	Sloping forehead	1.000000	high	1.000000	high	1.000000	high	5	5
mp:0030045	hp:0000341	abnormal forehead shape	Narrow forehead	0.250000	low	0.062500	low	0.250000	low	1	16
mp:0002639	hp:0000347	micrognathia	Micrognathia	1.000000	high	0.260870	low	1.000000	high	6	23
mp:0003715	hp:0000358	posteriorly rotated ears	Posteriorly rotated ears	1.000000	high	0.266667	low	1.000000	high	4	15
mp:0000026	hp:0000359	abnormal inner ear morphology	Abnormality of the inner ear	0.285714	low	0.153846	low	0.500000	medium	2	13
mp:0003741	hp:0000360	tinnitus	Tinnitus	1.000000	high	0.500000	medium	1.000000	high	5	10
mp:0001963	hp:0000364	abnormal hearing physiology	Hearing abnormality	0.250000	low	0.200000	low	0.666667	high	2	10
mp:0006325	hp:0000365	impaired hearing	Hearing impairment	0.333333	medium	0.230769	low	1.000000	high	3	13
mp:0000024	hp:0000369	lowered ear position	Low-set ears	0.000000	zero	0.555556	medium	1.000000	high	5	9
mp:0006033	hp:0000372	abnormal external auditory canal morphology	Abnormal auditory canal morphology	0.800000	high	0.444444	medium	0.800000	high	4	9
mp:0003735	hp:0000378	cup-shaped ears	Cupped ear	0.000000	zero	0.571429	medium	1.000000	high	4	7
mp:0031305	hp:0000384	preauricular skin tag	Preauricular skin tag	1.000000	high	0.562500	medium	1.000000	high	9	16
mp:0030092	hp:0000396	abnormal outer ear helix morphology	Overfolded helix	0.166667	low	0.200000	low	0.200000	low	2	10
mp:0031285	hp:0000402	external auditory canal stenosis	Stenosis of the external auditory canal	0.666667	high	0.500000	medium	1.000000	high	9	18
mp:0006326	hp:0000405	conductive hearing impairment	Conductive hearing impairment	1.000000	high	0.500000	medium	1.000000	high	3	6
mp:0006329	hp:0000407	sensorineural hearing impairment	Sensorineural hearing impairment	1.000000	high	0.833333	high	1.000000	high	5	6
mp:0000021	hp:0000411	prominent ears	Protruding ear	0.000000	zero	0.400000	medium	0.333333	medium	2	5
mp:0009707	hp:0000413	absent external auditory canal	Atresia of the external auditory canal	0.428571	medium	0.461538	medium	1.000000	high	6	13
mp:0000449	hp:0000431	broad nasal bridge	Wide nasal bridge	0.500000	medium	0.461538	medium	1.000000	high	6	13
mp:0008970	hp:0000453	choanal atresia	Choanal atresia	1.000000	high	0.181818	low	1.000000	high	2	11
mp:0004512	hp:0000458	anosmia	Anosmia	1.000000	high	0.266667	low	1.000000	high	4	15
mp:0012719	hp:0000464	abnormal neck morphology	Abnormality of the neck	0.166667	low	0.200000	low	0.500000	medium	2	10
mp:0012077	hp:0000465	webbed neck	Webbed neck	1.000000	high	0.666667	high	1.000000	high	4	6
mp:0012721	hp:0000470	short neck	Short neck	1.000000	high	0.800000	high	1.000000	high	4	5
mp:0030126	hp:0000473	torticollis	Torticollis	1.000000	high	0.875000	high	1.000000	high	7	8
mp:0031310	hp:0000476	abnormal cyst	Cystic hygroma	0.000000	zero	0.000000	zero	0.000000	zero	0	8
mp:0005254	hp:0000486	strabismus	Strabismus	1.000000	high	0.200000	low	1.000000	high	1	5
mp:0001344	hp:0000508	blepharoptosis	Ptosis	0.000000	zero	0.307692	low	1.000000	high	4	13
mp:0001311	hp:0000509		Conjunctivitis	0.000000	zero	0.000000	zero	0.000000	zero	0	4
mp:0031345	hp:0000519	developmental cataract	Developmental cataract	1.000000	high	0.250000	low	1.000000	high	3	12
mp:0002750	hp:0000520	exophthalmos	Proptosis	0.000000	zero	0.352941	medium	1.000000	high	6	17
mp:0031288	hp:0000527	long eyelid cilia	Long eyelashes	0.250000	low	0.384615	medium	1.000000	high	5	13
mp:0001293	hp:0000528	anophthalmia	Anophthalmia	1.000000	high	0.210526	low	1.000000	high	4	19
mp:0005256	hp:0000565	esotropia	Esotropia	1.000000	high	0.600000	medium	1.000000	high	3	5
mp:0001297	hp:0000568	microphthalmia	Microphthalmia	1.000000	high	0.500000	medium	1.000000	high	6	12
mp:0005255	hp:0000577	exotropia	Exotropia	1.000000	high	0.200000	low	1.000000	high	1	5
mp:0013451	hp:0000579	nasolacrimal duct obstruction	Nasolacrimal duct obstruction	1.000000	high	0.444444	medium	1.000000	high	4	9
mp:0001340	hp:0000582	abnormal eyelid morphology	Upslanted palpebral fissure	0.000000	zero	0.038462	low	0.111111	low	1	26
mp:0001330	hp:0000587	abnormal optic nerve morphology	Abnormal optic nerve morphology	1.000000	high	0.416667	medium	1.000000	high	5	12
mp:0010717	hp:0000588	optic nerve coloboma	Optic disc coloboma	0.500000	medium	0.666667	high	1.000000	high	4	6
mp:0006197	hp:0000601	ocular hypotelorism	Hypotelorism	0.500000	medium	0.789474	high	1.000000	high	15	19
mp:0006221	hp:0000609	optic nerve hypoplasia	Optic nerve hypoplasia	1.000000	high	0.444444	medium	1.000000	high	4	9
mp:0013787	hp:0000613	photophobia	Photophobia	1.000000	high	0.214286	low	1.000000	high	3	14
mp:0006149	hp:0000622	decreased visual acuity	Blurred vision	0.000000	zero	0.200000	low	1.000000	high	2	10
mp:0006250	hp:0000627	abnormal line of Schwalbe morphology	Posterior embryotoxon	0.000000	zero	0.000000	zero	0.000000	zero	0	9
mp:0004844	hp:0000639	abnormal vestibuloocular reflex	Nystagmus	0.000000	zero	0.166667	low	0.500000	medium	2	12
mp:0006149	hp:0000646	decreased visual acuity	Amblyopia	0.000000	zero	0.000000	zero	0.000000	zero	0	15
mp:0001059	hp:0000648	optic nerve atrophy	Optic atrophy	0.666667	high	0.500000	medium	1.000000	high	3	6
mp:0006150	hp:0000651	double vision	Diplopia	0.000000	zero	1.000000	high	1.000000	high	3	3
mp:0002576	hp:0000682	abnormal enamel morphology	Abnormal dental enamel morphology	0.750000	high	0.250000	low	0.750000	high	3	12
mp:0030499	hp:0000698	conical tooth	Conical tooth	1.000000	high	0.700000	high	1.000000	high	7	10
mp:0003631	hp:0000707	nervous system phenotype	Abnormality of the nervous system	0.333333	medium	0.105263	low	0.333333	medium	2	19
mp:0004924	hp:0000708	abnormal behavior	Atypical behavior	0.333333	medium	0.066667	low	0.333333	medium	1	15
mp:0008912	hp:0000713	nervous	Agitation	0.000000	zero	0.000000	zero	0.000000	zero	0	6
mp:0002573	hp:0000716	behavioral despair	Depression	0.000000	zero	0.000000	zero	0.000000	zero	0	8
mp:0003360	hp:0000716	abnormal depression-related behavior	Depression	0.250000	low	0.111111	low	0.250000	low	1	9
mp:0001363	hp:0000739	increased anxiety-related response	Anxiety	0.250000	low	0.083333	low	0.500000	medium	1	12
mp:0001363	hp:0000739	increased anxiety-related response	Anxiety	0.250000	low	0.083333	low	0.500000	medium	1	12
mp:0000157	hp:0000766	abnormal sternum morphology	Abnormal sternum morphology	1.000000	high	0.187500	low	1.000000	high	3	16
mp:0004322	hp:0000766	abnormal sternebra morphology	Abnormal sternum morphology	0.500000	medium	0.125000	low	0.500000	medium	2	16
mp:0010082	hp:0000766	sternebra fusion	Abnormal sternum morphology	0.000000	zero	0.000000	zero	0.000000	zero	0	19
mp:0012514	hp:0000767	pectus excavatum	Pectus excavatum	1.000000	high	0.500000	medium	1.000000	high	4	8
mp:0031277	hp:0000768	pectus carinatum	Pectus carinatum	1.000000	high	0.363636	medium	1.000000	high	4	11
mp:0002279	hp:0000775	abnormal diaphragm morphology	Abnormality of the diaphragm	0.166667	low	0.090909	low	0.250000	low	1	11
mp:0003924	hp:0000776	diaphragmatic hernia	Congenital diaphragmatic hernia	0.666667	high	0.600000	medium	1.000000	high	3	5
mp:0001823	hp:0000778	thymus hypoplasia	Hypoplasia of the thymus	0.500000	medium	0.333333	medium	1.000000	high	3	9
mp:0002708	hp:0000787	nephrolithiasis	Nephrolithiasis	1.000000	high	0.625000	medium	1.000000	high	5	8
mp:0005161	hp:0000790	hematuria	Hematuria	1.000000	high	0.142857	low	1.000000	high	1	7
mp:0031295	hp:0000807	glanular hypospadia	Glanular hypospadias	0.333333	medium	0.400000	medium	0.500000	medium	2	5
mp:0031296	hp:0000808	penoscrotal hypospadia	Penoscrotal hypospadias	0.333333	medium	0.333333	medium	0.333333	medium	1	3
mp:0003503	hp:0000821	decreased activity of thyroid gland	Hypothyroidism	0.000000	zero	0.200000	low	1.000000	high	2	10
mp:0001938	hp:0000823	delayed sexual maturation	Delayed puberty	0.250000	low	0.090909	low	0.250000	low	1	11
mp:0005120	hp:0000824	decreased circulating growth hormone level	Decreased response to growth hormone stimulation test	0.333333	medium	0.176471	low	0.428571	medium	3	17
mp:0005298	hp:0000889	abnormal clavicle morphology	Abnormal clavicle morphology	1.000000	high	0.272727	low	1.000000	high	3	11
mp:0003345	hp:0000921	decreased rib number	Missing ribs	0.000000	zero	0.500000	medium	1.000000	high	4	8
mp:0005390	hp:0000924	skeleton phenotype	Abnormality of the skeletal system	0.000000	zero	0.000000	zero	0.000000	zero	0	9
mp:0004703	hp:0000925	abnormal vertebral column morphology	Abnormality of the vertebral column	0.285714	low	0.500000	medium	0.750000	high	5	10
mp:0000438	hp:0000929	abnormal cranium morphology	Abnormal skull morphology	0.500000	medium	0.230769	low	1.000000	high	3	13
mp:0002095	hp:0000957	abnormal skin pigmentation	Cafe-au-lait spot	0.000000	zero	0.062500	low	0.125000	low	1	16
mp:0003853	hp:0000958	dry skin	Dry skin	1.000000	high	1.000000	high	1.000000	high	3	3
mp:0001575	hp:0000961	cyanosis	Cyanosis	1.000000	high	0.142857	low	1.000000	high	1	7
mp:0008816	hp:0000967	petechiae	Petechiae	1.000000	high	0.666667	high	1.000000	high	4	6
mp:0011515	hp:0000979	purpura	Purpura	1.000000	high	0.100000	low	1.000000	high	1	10
mp:0031103	hp:0000988	skin rash	Skin rash	1.000000	high	0.500000	medium	1.000000	high	2	4
mp:0010072	hp:0000989	increased pruritus	Pruritus	0.500000	medium	0.125000	low	0.500000	medium	1	8
mp:0002095	hp:0001000	abnormal skin pigmentation	Abnormality of skin pigmentation	0.400000	medium	0.250000	low	1.000000	high	3	12
mp:0002947	hp:0001028	increased hemangioma incidence	Hemangioma	0.333333	medium	0.111111	low	1.000000	high	1	9
mp:0001575	hp:0001063	cyanosis	Acrocyanosis	0.000000	zero	0.000000	zero	0.000000	zero	0	11
mp:0010314	hp:0001067	increased neurofibroma incidence	Neurofibroma	0.333333	medium	0.125000	low	0.333333	medium	1	8
mp:0006194	hp:0001096	keratoconjunctivitis	Keratoconjunctivitis	1.000000	high	0.200000	low	1.000000	high	1	5
mp:0001337	hp:0001097	dry eyes	Keratoconjunctivitis sicca	0.000000	zero	0.375000	medium	1.000000	high	3	8
mp:0000564	hp:0001159	syndactyly	Syndactyly	1.000000	high	0.444444	medium	1.000000	high	4	9
mp:0000562	hp:0001161	polydactyly	Hand polydactyly	0.500000	medium	0.166667	low	0.500000	medium	2	12
mp:0000554	hp:0001191	abnormal carpal bone morphology	Abnormal carpal morphology	0.750000	high	0.307692	low	0.750000	high	4	13
mp:0003230	hp:0001195	abnormal umbilical artery morphology	Single umbilical artery	0.400000	medium	0.187500	low	0.400000	medium	3	16
mp:0002064	hp:0001250	seizures	Seizure	0.000000	zero	0.111111	low	1.000000	high	1	9
mp:0001393	hp:0001251	ataxia	Ataxia	1.000000	high	0.200000	low	1.000000	high	1	5
mp:0004144	hp:0001252	hypotonia	Hypotonia	1.000000	high	0.090909	low	1.000000	high	1	11
mp:0005202	hp:0001254	lethargy	Lethargy	1.000000	high	0.333333	medium	1.000000	high	3	9
mp:0001529	hp:0001260	abnormal vocalization	Dysarthria	0.000000	zero	0.000000	zero	0.000000	zero	0	7
mp:0031201	hp:0001269	hemiparesis	Hemiparesis	1.000000	high	0.125000	low	1.000000	high	1	8
mp:0014185	hp:0001272	cerebellum atrophy	Cerebellar atrophy	0.333333	medium	0.571429	medium	1.000000	high	4	7
mp:0012052	hp:0001276	hypertonicity	Hypertonia	0.000000	zero	0.153846	low	1.000000	high	2	13
mp:0031302	hp:0001279	syncope	Syncope	1.000000	high	0.750000	high	1.000000	high	3	4
mp:0031122	hp:0001284	areflexia	Areflexia	1.000000	high	0.444444	medium	1.000000	high	4	9
mp:0031110	hp:0001287	meningitis	Meningitis	1.000000	high	0.750000	high	1.000000	high	6	8
mp:0001406	hp:0001288	abnormal gait	Gait disturbance	0.333333	medium	0.153846	low	1.000000	high	2	13
mp:0004144	hp:0001290	hypotonia	Generalized hypotonia	0.500000	medium	0.111111	low	0.500000	medium	1	9
mp:0013806	hp:0001298	encephalopathy	Encephalopathy	1.000000	high	0.250000	low	1.000000	high	1	4
mp:0000866	hp:0001320	cerebellum vermis hypoplasia	Cerebellar vermis hypoplasia	0.500000	medium	0.625000	medium	1.000000	high	5	8
mp:0000851	hp:0001321	cerebellum hypoplasia	Cerebellar hypoplasia	0.333333	medium	0.400000	medium	1.000000	high	4	10
mp:0000747	hp:0001324	muscle weakness	Muscle weakness	1.000000	high	0.666667	high	1.000000	high	2	3
mp:0000243	hp:0001336	myoclonus	Myoclonus	1.000000	high	0.333333	medium	1.000000	high	3	9
mp:0001916	hp:0001342	intracerebral hemorrhage	Cerebral hemorrhage	0.333333	medium	0.555556	medium	1.000000	high	5	9
mp:0012139	hp:0001355	increased forebrain size	Megalencephaly	0.000000	zero	0.111111	low	0.333333	medium	1	9
mp:0000081	hp:0001363	premature cranial suture closure	Craniosynostosis	0.000000	zero	0.625000	medium	1.000000	high	10	16
mp:0030796	hp:0001374	hip dislocation	Congenital hip dislocation	0.666667	high	0.272727	low	0.666667	high	3	11
mp:0004509	hp:0001385	abnormal pelvic girdle bone morphology	Hip dysplasia	0.000000	zero	0.117647	low	0.200000	low	2	17
mp:0030797	hp:0001388	joint laxity	obsolete Joint laxity	0.666667	high	0.333333	medium	0.666667	high	2	6
mp:0002628	hp:0001397	hepatic steatosis	Hepatic steatosis	1.000000	high	0.444444	medium	1.000000	high	4	9
mp:0003326	hp:0001399	liver failure	Hepatic failure	0.333333	medium	0.750000	high	1.000000	high	3	4
mp:0003325	hp:0001410	decreased liver function	Decreased liver function	1.000000	high	0.375000	medium	1.000000	high	3	8
mp:0031116	hp:0001414	microvesicular hepatic steatosis	Microvesicular hepatic steatosis	1.000000	high	0.600000	medium	1.000000	high	3	5
mp:0001265	hp:0001507	decreased body size	Growth abnormality	0.000000	zero	0.000000	zero	0.000000	zero	0	16
mp:0010865	hp:0001511	prenatal growth retardation	Intrauterine growth retardation	0.500000	medium	0.277778	low	1.000000	high	5	18
mp:0010146	hp:0001537	umbilical hernia	Umbilical hernia	1.000000	high	1.000000	high	1.000000	high	2	2
mp:0003052	hp:0001539	omphalocele	Omphalocele	1.000000	high	0.400000	medium	1.000000	high	2	5
mp:0002249	hp:0001601	abnormal larynx morphology	Laryngomalacia	0.000000	zero	0.000000	zero	0.000000	zero	0	12
mp:0001529	hp:0001609	abnormal vocalization	Hoarse voice	0.000000	zero	0.000000	zero	0.000000	zero	0	6
mp:0001529	hp:0001618	abnormal vocalization	Dysphonia	0.000000	zero	0.000000	zero	0.000000	zero	0	9
mp:0005385	hp:0001626	cardiovascular system phenotype	Abnormality of the cardiovascular system	0.333333	medium	0.166667	low	0.333333	medium	2	12
mp:0000266	hp:0001627	abnormal heart morphology	Abnormal heart morphology	1.000000	high	0.250000	low	1.000000	high	4	16
mp:0010402	hp:0001629	ventricular septal defect	Ventricular septal defect	1.000000	high	0.250000	low	1.000000	high	4	16
mp:0010403	hp:0001631	atrial septal defect	Atrial septal defect	1.000000	high	0.227273	low	1.000000	high	5	22
mp:0000286	hp:0001633	abnormal mitral valve morphology	Abnormal mitral valve morphology	1.000000	high	0.307692	low	1.000000	high	4	13
mp:0006138	hp:0001635	congestive heart failure	Congestive heart failure	1.000000	high	0.333333	medium	1.000000	high	3	9
mp:0002127	hp:0001636	abnormal cardiovascular system morphology	Tetralogy of Fallot	0.000000	zero	0.000000	zero	0.000000	zero	0	21
mp:0005330	hp:0001638	cardiomyopathy	Cardiomyopathy	1.000000	high	0.111111	low	1.000000	high	1	9
mp:0002748	hp:0001641	abnormal pulmonary valve morphology	Abnormal pulmonary valve morphology	1.000000	high	0.294118	low	1.000000	high	5	17
mp:0006128	hp:0001642	pulmonary valve stenosis	Pulmonic stenosis	0.250000	low	0.333333	medium	1.000000	high	4	12
mp:0010449	hp:0001642	heart right ventricle outflow tract stenosis	Pulmonic stenosis	0.142857	low	0.181818	low	0.666667	high	4	22
mp:0003139	hp:0001643	patent ductus arteriosus	Patent ductus arteriosus	1.000000	high	0.777778	high	1.000000	high	7	9
mp:0002747	hp:0001646	abnormal aortic valve morphology	Abnormal aortic valve morphology	1.000000	high	0.312500	low	1.000000	high	5	16
mp:0010484	hp:0001647	bicuspid aortic valve	Bicuspid aortic valve	1.000000	high	0.300000	low	1.000000	high	3	10
mp:0002626	hp:0001649	increased heart rate	Tachycardia	0.000000	zero	0.444444	medium	1.000000	high	4	9
mp:0000644	hp:0001651	dextrocardia	Dextrocardia	1.000000	high	0.176471	low	1.000000	high	3	17
mp:0006045	hp:0001653	mitral valve regurgitation	Mitral regurgitation	0.666667	high	0.400000	medium	1.000000	high	4	10
mp:0004225	hp:0001655	patent cardiac foramen ovale	Patent foramen ovale	0.750000	high	0.833333	high	1.000000	high	5	6
mp:0031217	hp:0001658	increased susceptibility to myocardial ischemic injury	Myocardial infarction	0.142857	low	0.071429	low	0.142857	low	1	14
mp:0006047	hp:0001659	aortic valve regurgitation	Aortic regurgitation	0.666667	high	0.363636	medium	1.000000	high	4	11
mp:0006110	hp:0001663	ventricular fibrillation	Ventricular fibrillation	1.000000	high	1.000000	high	1.000000	high	3	3
mp:0000272	hp:0001679	abnormal aorta morphology	Abnormal aortic morphology	0.500000	medium	0.300000	low	1.000000	high	3	10
mp:0003387	hp:0001680	aorta coarctation	Coarctation of aorta	0.666667	high	0.666667	high	1.000000	high	4	6
mp:0010463	hp:0001682	aorta stenosis	Subvalvular aortic stenosis	0.250000	low	0.230769	low	0.666667	high	3	13
mp:0010405	hp:0001684	ostium secundum atrial septal defect	Secundum atrial septal defect	0.800000	high	0.625000	medium	1.000000	high	5	8
mp:0011252	hp:0001696	situs inversus totalis	Situs inversus totalis	1.000000	high	0.214286	low	1.000000	high	3	14
mp:0005312	hp:0001698	pericardial effusion	Pericardial effusion	1.000000	high	0.250000	low	1.000000	high	2	8
mp:0006085	hp:0001700	myocardium necrosis	Myocardial necrosis	0.333333	medium	0.333333	medium	1.000000	high	2	6
mp:0001857	hp:0001701	pericarditis	Pericarditis	1.000000	high	0.125000	low	1.000000	high	1	8
mp:0002624	hp:0001702	abnormal tricuspid valve morphology	Abnormal tricuspid valve morphology	1.000000	high	0.333333	medium	1.000000	high	4	12
mp:0003920	hp:0001707	abnormal heart right ventricle morphology	Abnormal right ventricle morphology	0.800000	high	0.500000	medium	1.000000	high	5	10
mp:0006126	hp:0001710	abnormal cardiac outflow tract development	Conotruncal defect	0.000000	zero	0.000000	zero	0.000000	zero	0	12
mp:0003921	hp:0001711	abnormal heart left ventricle morphology	Abnormal left ventricle morphology	0.800000	high	0.600000	medium	1.000000	high	6	10
mp:0000284	hp:0001719	double outlet right ventricle	Double outlet right ventricle	1.000000	high	0.500000	medium	1.000000	high	5	10
mp:0006261	hp:0001734	annular pancreas	Annular pancreas	1.000000	high	1.000000	high	1.000000	high	5	5
mp:0003554	hp:0001741	phimosis	Phimosis	1.000000	high	0.333333	medium	1.000000	high	1	3
mp:0031101	hp:0001742	nasal obstruction	Nasal congestion	0.333333	medium	0.714286	high	1.000000	high	5	7
mp:0000689	hp:0001743	abnormal spleen morphology	Abnormality of the spleen	0.166667	low	0.100000	low	0.200000	low	1	10
mp:0008737	hp:0001743	abnormal spleen physiology	Abnormality of the spleen	0.166667	low	0.166667	low	0.166667	low	1	6
mp:0000690	hp:0001746	absent spleen	Asplenia	0.000000	zero	0.428571	medium	1.000000	high	3	7
mp:0003342	hp:0001748	accessory spleen	Polysplenia	0.000000	zero	0.222222	low	1.000000	high	2	9
mp:0010432	hp:0001750	common ventricle	Single ventricle	0.333333	medium	0.375000	medium	1.000000	high	3	8
mp:0000576	hp:0001762	clubfoot	Talipes equinovarus	0.000000	zero	0.352941	medium	1.000000	high	6	17
mp:0000576	hp:0001776	clubfoot	Bilateral talipes equinovarus	0.000000	zero	0.357143	medium	0.666667	high	5	14
mp:0002110	hp:0001780	abnormal digit morphology	Abnormal toe morphology	0.500000	medium	0.307692	low	1.000000	high	4	13
mp:0001263	hp:0001824	weight loss	Weight loss	1.000000	high	0.666667	high	1.000000	high	2	3
mp:0000562	hp:0001829	polydactyly	Foot polydactyly	0.500000	medium	0.153846	low	0.500000	medium	2	13
mp:0003072	hp:0001832	abnormal metatarsal bone morphology	Abnormal metatarsal morphology	0.750000	high	0.666667	high	1.000000	high	6	9
mp:0003072	hp:0001840	abnormal metatarsal bone morphology	Metatarsus adductus	0.000000	zero	0.050000	low	0.111111	low	1	20
mp:0003179	hp:0001873	thrombocytopenia	Thrombocytopenia	1.000000	high	0.300000	low	1.000000	high	3	10
mp:0000221	hp:0001882	decreased leukocyte cell number	Decreased total leukocyte count	0.333333	medium	0.470588	medium	1.000000	high	8	17
mp:0005016	hp:0001888	decreased lymphocyte cell number	Decreased total lymphocyte count	0.333333	medium	0.357143	medium	1.000000	high	5	14
mp:0030025	hp:0001902	giant platelets	Giant platelets	1.000000	high	0.666667	high	1.000000	high	2	3
mp:0031158	hp:0001907	abnormal venous thrombosis	Thromboembolism	0.000000	zero	0.222222	low	0.375000	medium	4	18
