SrcEntity	TgtEntity	Score
http://snomed.info/id/113270003	http://purl.org/sig/ont/fma/fma70250	1.0
http://snomed.info/id/113273001	http://purl.org/sig/ont/fma/fma49911	1.0
http://snomed.info/id/113275008	http://purl.org/sig/ont/fma/fma321642	1.0
http://snomed.info/id/113288006	http://purl.org/sig/ont/fma/fma14534	1.0
http://snomed.info/id/113293009	http://purl.org/sig/ont/fma/fma18484	1.0
http://snomed.info/id/113294003	http://purl.org/sig/ont/fma/fma18316	1.0
http://snomed.info/id/113296001	http://purl.org/sig/ont/fma/fma19405	1.0
http://snomed.info/id/113297005	http://purl.org/sig/ont/fma/fma19860	1.0
http://snomed.info/id/113302008	http://purl.org/sig/ont/fma/fma77624	1.0
http://snomed.info/id/113311008	http://purl.org/sig/ont/fma/fma72426	0.92551148
http://snomed.info/id/113312001	http://purl.org/sig/ont/fma/fma53414	1.0
http://snomed.info/id/113315004	http://purl.org/sig/ont/fma/fma272326	0.98654264
http://snomed.info/id/113316003	http://purl.org/sig/ont/fma/fma5983	1.0
http://snomed.info/id/113320004	http://purl.org/sig/ont/fma/fma6967	1.0
http://snomed.info/id/113321000	http://purl.org/sig/ont/fma/fma58437	0.91263783
http://snomed.info/id/113322007	http://purl.org/sig/ont/fma/fma51918	1.0
http://snomed.info/id/113324008	http://purl.org/sig/ont/fma/fma321511	1.0
http://snomed.info/id/113325009	http://purl.org/sig/ont/fma/fma58704	1.0
http://snomed.info/id/113327001	http://purl.org/sig/ont/fma/fma56580	1.0
http://snomed.info/id/113328006	http://purl.org/sig/ont/fma/fma77675	1.0
http://snomed.info/id/113336002	http://purl.org/sig/ont/fma/fma12794	1.0
http://snomed.info/id/113340006	http://purl.org/sig/ont/fma/fma5036	1.0
http://snomed.info/id/113343008	http://purl.org/sig/ont/fma/fma45734	1.0
http://snomed.info/id/113348004	http://purl.org/sig/ont/fma/fma321650	0.99365878
http://snomed.info/id/11465001	http://purl.org/sig/ont/fma/fma26342	1.0
http://snomed.info/id/11522000	http://purl.org/sig/ont/fma/fma46787	1.0
http://snomed.info/id/11548008	http://purl.org/sig/ont/fma/fma72478	1.0
http://snomed.info/id/1155643006	http://purl.org/sig/ont/fma/fma77167	1.0
http://snomed.info/id/1156054006	http://purl.org/sig/ont/fma/fma49372	1.0
http://snomed.info/id/11580005	http://purl.org/sig/ont/fma/fma45331	1.0
http://snomed.info/id/11584001	http://purl.org/sig/ont/fma/fma322257	0.93693334
http://snomed.info/id/1159005	http://purl.org/sig/ont/fma/fma54659	0.88402712
http://snomed.info/id/115970009	http://purl.org/sig/ont/fma/fma37479	1.0
http://snomed.info/id/115971008	http://purl.org/sig/ont/fma/fma37480	1.0
http://snomed.info/id/115982000	http://purl.org/sig/ont/fma/fma37382	1.0
http://snomed.info/id/11628009	http://purl.org/sig/ont/fma/fma62000	1.0
http://snomed.info/id/116353002	http://purl.org/sig/ont/fma/fma52907	0.94539547
http://snomed.info/id/116370005	http://purl.org/sig/ont/fma/fma23100	0.92959344
http://snomed.info/id/116608008	http://purl.org/sig/ont/fma/fma32672	1.0
http://snomed.info/id/11691007	http://purl.org/sig/ont/fma/fma61013	1.0
http://snomed.info/id/11716007	http://purl.org/sig/ont/fma/fma311468	1.0
http://snomed.info/id/1173001	http://purl.org/sig/ont/fma/fma52996	1.0
http://snomed.info/id/11740004	http://purl.org/sig/ont/fma/fma16661	1.0
http://snomed.info/id/117590005	http://purl.org/sig/ont/fma/fma52780	1.0
http://snomed.info/id/118495001	http://purl.org/sig/ont/fma/fma23383	0.89540923
http://snomed.info/id/118514003	http://purl.org/sig/ont/fma/fma12255	1.0
http://snomed.info/id/118515002	http://purl.org/sig/ont/fma/fma38411	1.0
http://snomed.info/id/118516001	http://purl.org/sig/ont/fma/fma323388	0.98214859
http://snomed.info/id/118648008	http://purl.org/sig/ont/fma/fma54736	0.90338677
http://snomed.info/id/118652008	http://purl.org/sig/ont/fma/fma63621	0.92474782
http://snomed.info/id/118755002	http://purl.org/sig/ont/fma/fma76525	0.91712105
http://snomed.info/id/118761004	http://purl.org/sig/ont/fma/fma9582	1.0
http://snomed.info/id/118762006	http://purl.org/sig/ont/fma/fma9908	1.0
http://snomed.info/id/11899006	http://purl.org/sig/ont/fma/fma12784	1.0
http://snomed.info/id/119253004	http://purl.org/sig/ont/fma/fma321871	1.0
http://snomed.info/id/119274003	http://purl.org/sig/ont/fma/fma15609	0.92051029
http://snomed.info/id/119278000	http://purl.org/sig/ont/fma/fma15608	0.92166871
http://snomed.info/id/119280006	http://purl.org/sig/ont/fma/fma15608	0.93188846
http://snomed.info/id/119281005	http://purl.org/sig/ont/fma/fma13367	1.0
http://snomed.info/id/119282003	http://purl.org/sig/ont/fma/fma59788	1.0
http://snomed.info/id/119524001	http://purl.org/sig/ont/fma/fma31538	0.92255801
http://snomed.info/id/119545008	http://purl.org/sig/ont/fma/fma33817	1.0
http://snomed.info/id/119546009	http://purl.org/sig/ont/fma/fma33826	0.93561512
http://snomed.info/id/119551003	http://purl.org/sig/ont/fma/fma23377	1.0
http://snomed.info/id/119555007	http://purl.org/sig/ont/fma/fma321549	0.98961323
http://snomed.info/id/119556008	http://purl.org/sig/ont/fma/fma321548	0.98613626
http://snomed.info/id/119557004	http://purl.org/sig/ont/fma/fma72265	0.98619151
http://snomed.info/id/11978009	http://purl.org/sig/ont/fma/fma15823	1.0
http://snomed.info/id/11990006	http://purl.org/sig/ont/fma/fma7430	1.0
http://snomed.info/id/12003004	http://purl.org/sig/ont/fma/fma15630	1.0
http://snomed.info/id/120233009	http://purl.org/sig/ont/fma/fma14815	1.0
http://snomed.info/id/12052000	http://purl.org/sig/ont/fma/fma14761	1.0
http://snomed.info/id/12053005	http://purl.org/sig/ont/fma/fma10089	1.0
http://snomed.info/id/12110008	http://purl.org/sig/ont/fma/fma53000	1.0
http://snomed.info/id/12111007	http://purl.org/sig/ont/fma/fma75493	1.0
http://snomed.info/id/12123001	http://purl.org/sig/ont/fma/fma4724	1.0
http://snomed.info/id/12145000	http://purl.org/sig/ont/fma/fma49480	1.0
http://snomed.info/id/12164006	http://purl.org/sig/ont/fma/fma62472	1.0
http://snomed.info/id/12196003	http://purl.org/sig/ont/fma/fma14187	0.91587341
http://snomed.info/id/12207006	http://purl.org/sig/ont/fma/fma55102	1.0
http://snomed.info/id/12212007	http://purl.org/sig/ont/fma/fma7376	1.0
http://snomed.info/id/122475000	http://purl.org/sig/ont/fma/fma32859	1.0
http://snomed.info/id/122494005	http://purl.org/sig/ont/fma/fma24138	1.0
http://snomed.info/id/122495006	http://purl.org/sig/ont/fma/fma9140	1.0
http://snomed.info/id/12254005	http://purl.org/sig/ont/fma/fma17548	1.0
http://snomed.info/id/122772003	http://purl.org/sig/ont/fma/fma52904	0.94343889
http://snomed.info/id/122774002	http://purl.org/sig/ont/fma/fma321550	0.98186594
http://snomed.info/id/122775001	http://purl.org/sig/ont/fma/fma71581	0.93247706
http://snomed.info/id/122876009	http://purl.org/sig/ont/fma/fma6228	0.9622671
http://snomed.info/id/122972007	http://purl.org/sig/ont/fma/fma66643	0.91086429
http://snomed.info/id/12304001	http://purl.org/sig/ont/fma/fma66610	1.0
http://snomed.info/id/1236009	http://purl.org/sig/ont/fma/fma14948	1.0
http://snomed.info/id/123857004	http://purl.org/sig/ont/fma/fma39996	1.0
http://snomed.info/id/123858009	http://purl.org/sig/ont/fma/fma42452	1.0
http://snomed.info/id/123861005	http://purl.org/sig/ont/fma/fma318356	1.0
http://snomed.info/id/123866000	http://purl.org/sig/ont/fma/fma54674	1.0
http://snomed.info/id/12413000	http://purl.org/sig/ont/fma/fma13497	0.94484299
http://snomed.info/id/12424003	http://purl.org/sig/ont/fma/fma3794	1.0
http://snomed.info/id/12460008	http://purl.org/sig/ont/fma/fma32928	1.0
http://snomed.info/id/12471009	http://purl.org/sig/ont/fma/fma52573	1.0
http://snomed.info/id/12527008	http://purl.org/sig/ont/fma/fma19627	0.89572829
http://snomed.info/id/125685002	http://purl.org/sig/ont/fma/fma9666	1.0
http://snomed.info/id/12581006	http://purl.org/sig/ont/fma/fma322659	1.0
http://snomed.info/id/12595009	http://purl.org/sig/ont/fma/fma22353	1.0
http://snomed.info/id/12608007	http://purl.org/sig/ont/fma/fma72241	0.94582492
http://snomed.info/id/12628006	http://purl.org/sig/ont/fma/fma73968	1.0
http://snomed.info/id/12643008	http://purl.org/sig/ont/fma/fma16484	1.0
http://snomed.info/id/12656001	http://purl.org/sig/ont/fma/fma16987	1.0
http://snomed.info/id/12691009	http://purl.org/sig/ont/fma/fma3932	1.0
http://snomed.info/id/12705002	http://purl.org/sig/ont/fma/fma61022	1.0
http://snomed.info/id/12728001	http://purl.org/sig/ont/fma/fma44231	1.0
http://snomed.info/id/12738006	http://purl.org/sig/ont/fma/fma50801	1.0
http://snomed.info/id/1277008	http://purl.org/sig/ont/fma/fma6581	1.0
http://snomed.info/id/127861009	http://purl.org/sig/ont/fma/fma57070	1.0
http://snomed.info/id/127869006	http://purl.org/sig/ont/fma/fma17398	1.0
http://snomed.info/id/127870007	http://purl.org/sig/ont/fma/fma17402	1.0
http://snomed.info/id/127879008	http://purl.org/sig/ont/fma/fma17540	1.0
http://snomed.info/id/127936005	http://purl.org/sig/ont/fma/fma5961	1.0
http://snomed.info/id/127938006	http://purl.org/sig/ont/fma/fma276997	0.88163441
http://snomed.info/id/127959004	http://purl.org/sig/ont/fma/fma72643	1.0
http://snomed.info/id/128198006	http://purl.org/sig/ont/fma/fma16421	1.0
http://snomed.info/id/128249007	http://purl.org/sig/ont/fma/fma59387	1.0
http://snomed.info/id/128251006	http://purl.org/sig/ont/fma/fma59391	1.0
http://snomed.info/id/128252004	http://purl.org/sig/ont/fma/fma20464	0.96358198
http://snomed.info/id/128253009	http://purl.org/sig/ont/fma/fma269233	0.95309824
http://snomed.info/id/128456003	http://purl.org/sig/ont/fma/fma322017	1.0
http://snomed.info/id/128476009	http://purl.org/sig/ont/fma/fma55567	1.0
http://snomed.info/id/128502007	http://purl.org/sig/ont/fma/fma48279	1.0
http://snomed.info/id/128503002	http://purl.org/sig/ont/fma/fma323241	1.0
http://snomed.info/id/128505009	http://purl.org/sig/ont/fma/fma48219	1.0
http://snomed.info/id/128508006	http://purl.org/sig/ont/fma/fma45930	1.0
http://snomed.info/id/128509003	http://purl.org/sig/ont/fma/fma46945	1.0
http://snomed.info/id/128511007	http://purl.org/sig/ont/fma/fma22427	0.93396562
http://snomed.info/id/128565007	http://purl.org/sig/ont/fma/fma323242	1.0
http://snomed.info/id/12857007	http://purl.org/sig/ont/fma/fma242833	1.0
http://snomed.info/id/12858002	http://purl.org/sig/ont/fma/fma323416	1.0
http://snomed.info/id/128591008	http://purl.org/sig/ont/fma/fma322701	1.0
http://snomed.info/id/12872006	http://purl.org/sig/ont/fma/fma7575	1.0
http://snomed.info/id/12880004	http://purl.org/sig/ont/fma/fma76855	1.0
http://snomed.info/id/12892004	http://purl.org/sig/ont/fma/fma55239	1.0
http://snomed.info/id/128979005	http://purl.org/sig/ont/fma/fma49928	1.0
http://snomed.info/id/129111008	http://purl.org/sig/ont/fma/fma35505	0.97298682
http://snomed.info/id/12945004	http://purl.org/sig/ont/fma/fma83607	1.0
http://snomed.info/id/13020006	http://purl.org/sig/ont/fma/fma323259	0.99804193
http://snomed.info/id/13024002	http://purl.org/sig/ont/fma/fma9721	1.0
http://snomed.info/id/1311000	http://purl.org/sig/ont/fma/fma70718	1.0
http://snomed.info/id/13229001	http://purl.org/sig/ont/fma/fma67883	1.0
http://snomed.info/id/13255000	http://purl.org/sig/ont/fma/fma16139	1.0
http://snomed.info/id/13348000	http://purl.org/sig/ont/fma/fma322673	1.0
http://snomed.info/id/13351007	http://purl.org/sig/ont/fma/fma9692	1.0
http://snomed.info/id/13363002	http://purl.org/sig/ont/fma/fma43895	1.0
http://snomed.info/id/13407002	http://purl.org/sig/ont/fma/fma25709	1.0
http://snomed.info/id/13408007	http://purl.org/sig/ont/fma/fma23098	0.96245998
http://snomed.info/id/13415004	http://purl.org/sig/ont/fma/fma14493	1.0
http://snomed.info/id/13418002	http://purl.org/sig/ont/fma/fma9473	1.0
http://snomed.info/id/134197004	http://purl.org/sig/ont/fma/fma22846	0.93796343
http://snomed.info/id/13458000	http://purl.org/sig/ont/fma/fma323349	0.99194193
http://snomed.info/id/13482005	http://purl.org/sig/ont/fma/fma61212	1.0
http://snomed.info/id/13559005	http://purl.org/sig/ont/fma/fma6642	1.0
http://snomed.info/id/13561001	http://purl.org/sig/ont/fma/fma59101	1.0
http://snomed.info/id/13572006	http://purl.org/sig/ont/fma/fma321534	0.9330231
http://snomed.info/id/13604002	http://purl.org/sig/ont/fma/fma293444	1.0
http://snomed.info/id/13611003	http://purl.org/sig/ont/fma/fma33637	1.0
http://snomed.info/id/13647002	http://purl.org/sig/ont/fma/fma50039	1.0
http://snomed.info/id/13669009	http://purl.org/sig/ont/fma/fma23334	1.0
http://snomed.info/id/13726009	http://purl.org/sig/ont/fma/fma83977	1.0
http://snomed.info/id/13829006	http://purl.org/sig/ont/fma/fma40400	0.98542684
http://snomed.info/id/13869007	http://purl.org/sig/ont/fma/fma38453	1.0
http://snomed.info/id/13871007	http://purl.org/sig/ont/fma/fma49468	1.0
http://snomed.info/id/13900008	http://purl.org/sig/ont/fma/fma61970	1.0
http://snomed.info/id/13911000	http://purl.org/sig/ont/fma/fma37453	1.0
http://snomed.info/id/13958008	http://purl.org/sig/ont/fma/fma77634	1.0
http://snomed.info/id/14008007	http://purl.org/sig/ont/fma/fma52935	1.0
http://snomed.info/id/1403006	http://purl.org/sig/ont/fma/fma22431	0.98596644
http://snomed.info/id/14128009	http://purl.org/sig/ont/fma/fma15970	1.0
http://snomed.info/id/14149005	http://purl.org/sig/ont/fma/fma19236	1.0
http://snomed.info/id/14221007	http://purl.org/sig/ont/fma/fma19834	1.0
http://snomed.info/id/14236005	http://purl.org/sig/ont/fma/fma58112	1.0
http://snomed.info/id/1425000	http://purl.org/sig/ont/fma/fma52768	1.0
http://snomed.info/id/14253003	http://purl.org/sig/ont/fma/fma46579	1.0
http://snomed.info/id/14293000	http://purl.org/sig/ont/fma/fma71188	0.87219971
http://snomed.info/id/14344007	http://purl.org/sig/ont/fma/fma69733	1.0
http://snomed.info/id/14347000	http://purl.org/sig/ont/fma/fma14536	1.0
http://snomed.info/id/14358009	http://purl.org/sig/ont/fma/fma72204	0.9455573
http://snomed.info/id/14374004	http://purl.org/sig/ont/fma/fma322315	1.0
http://snomed.info/id/143925009	http://purl.org/sig/ont/fma/fma61223	1.0
http://snomed.info/id/14420006	http://purl.org/sig/ont/fma/fma6230	1.0
http://snomed.info/id/144228007	http://purl.org/sig/ont/fma/fma234867	1.0
http://snomed.info/id/14437004	http://purl.org/sig/ont/fma/fma38465	1.0
http://snomed.info/id/14451004	http://purl.org/sig/ont/fma/fma8672	1.0
http://snomed.info/id/14518006	http://purl.org/sig/ont/fma/fma57487	1.0
http://snomed.info/id/14629002	http://purl.org/sig/ont/fma/fma258416	1.0
http://snomed.info/id/14634003	http://purl.org/sig/ont/fma/fma72618	0.95430684
http://snomed.info/id/14658004	http://purl.org/sig/ont/fma/fma75218	1.0
http://snomed.info/id/1467009	http://purl.org/sig/ont/fma/fma49670	1.0
http://snomed.info/id/14692001	http://purl.org/sig/ont/fma/fma7136	1.0
http://snomed.info/id/14705001	http://purl.org/sig/ont/fma/fma24781	1.0
http://snomed.info/id/14722004	http://purl.org/sig/ont/fma/fma34979	1.0
http://snomed.info/id/14738005	http://purl.org/sig/ont/fma/fma61835	1.0
http://snomed.info/id/14742008	http://purl.org/sig/ont/fma/fma7201	1.0
http://snomed.info/id/14770005	http://purl.org/sig/ont/fma/fma84225	0.89035267
http://snomed.info/id/14806007	http://purl.org/sig/ont/fma/fma25070	0.97193432
http://snomed.info/id/14824009	http://purl.org/sig/ont/fma/fma23935	1.0
http://snomed.info/id/148369008	http://purl.org/sig/ont/fma/fma49555	1.0
http://snomed.info/id/14841006	http://purl.org/sig/ont/fma/fma52578	1.0
http://snomed.info/id/14871003	http://purl.org/sig/ont/fma/fma7777	1.0
http://snomed.info/id/14892003	http://purl.org/sig/ont/fma/fma74000	1.0
http://snomed.info/id/14975008	http://purl.org/sig/ont/fma/fma9663	1.0
http://snomed.info/id/15046008	http://purl.org/sig/ont/fma/fma72969	1.0
http://snomed.info/id/15058008	http://purl.org/sig/ont/fma/fma54974	1.0
http://snomed.info/id/15094007	http://purl.org/sig/ont/fma/fma6576	1.0
http://snomed.info/id/151097005	http://purl.org/sig/ont/fma/fma52433	1.0
http://snomed.info/id/1511004	http://purl.org/sig/ont/fma/fma19325	1.0
http://snomed.info/id/15119000	http://purl.org/sig/ont/fma/fma6720	1.0
http://snomed.info/id/151198003	http://purl.org/sig/ont/fma/fma52434	1.0
http://snomed.info/id/15120006	http://purl.org/sig/ont/fma/fma17545	1.0
http://snomed.info/id/15152006	http://purl.org/sig/ont/fma/fma46320	1.0
http://snomed.info/id/15187006	http://purl.org/sig/ont/fma/fma71293	0.89253855
http://snomed.info/id/15205006	http://purl.org/sig/ont/fma/fma18657	1.0
http://snomed.info/id/152410000	http://purl.org/sig/ont/fma/fma50941	1.0
http://snomed.info/id/152511004	http://purl.org/sig/ont/fma/fma50954	1.0
http://snomed.info/id/15263002	http://purl.org/sig/ont/fma/fma49523	1.0
http://snomed.info/id/15264008	http://purl.org/sig/ont/fma/fma56723	1.0
http://snomed.info/id/1527006	http://purl.org/sig/ont/fma/fma9261	1.0
http://snomed.info/id/152814000	http://purl.org/sig/ont/fma/fma50960	1.0
http://snomed.info/id/152915000	http://purl.org/sig/ont/fma/fma50916	1.0
http://snomed.info/id/153218003	http://purl.org/sig/ont/fma/fma50826	1.0
http://snomed.info/id/153420002	http://purl.org/sig/ont/fma/fma50830	1.0
http://snomed.info/id/153622002	http://purl.org/sig/ont/fma/fma51729	1.0
http://snomed.info/id/15368009	http://purl.org/sig/ont/fma/fma42966	1.0
http://snomed.info/id/1537001	http://purl.org/sig/ont/fma/fma13508	0.90077794
http://snomed.info/id/153824004	http://purl.org/sig/ont/fma/fma50981	0.88179183
http://snomed.info/id/15391008	http://purl.org/sig/ont/fma/fma44519	0.97451353
http://snomed.info/id/1541002	http://purl.org/sig/ont/fma/fma45356	1.0
http://snomed.info/id/154127002	http://purl.org/sig/ont/fma/fma50788	1.0
http://snomed.info/id/154329009	http://purl.org/sig/ont/fma/fma50790	1.0
http://snomed.info/id/15439007	http://purl.org/sig/ont/fma/fma24786	1.0
http://snomed.info/id/154530003	http://purl.org/sig/ont/fma/fma50792	1.0
http://snomed.info/id/154732009	http://purl.org/sig/ont/fma/fma50794	1.0
http://snomed.info/id/154833009	http://purl.org/sig/ont/fma/fma323261	1.0
http://snomed.info/id/15485005	http://purl.org/sig/ont/fma/fma323287	1.0
http://snomed.info/id/154934004	http://purl.org/sig/ont/fma/fma50795	0.99746919
http://snomed.info/id/15497006	http://purl.org/sig/ont/fma/fma7209	0.9645282
http://snomed.info/id/15512001	http://purl.org/sig/ont/fma/fma7379	1.0
http://snomed.info/id/15515004	http://purl.org/sig/ont/fma/fma321450	1.0
http://snomed.info/id/155338003	http://purl.org/sig/ont/fma/fma61227	1.0
http://snomed.info/id/15538001	http://purl.org/sig/ont/fma/fma268963	1.0
http://snomed.info/id/15567000	http://purl.org/sig/ont/fma/fma14765	1.0
http://snomed.info/id/15591009	http://purl.org/sig/ont/fma/fma22590	1.0
