src_id	tgt_id	src_label	tgt_label	j_label	b_label	j_pooled	b_pooled	j_max_syn	b_max_syn	n_inter_pooled	n_union_pooled
hp:0000133	mp:0002211	Gonadal dysgenesis	abnormal primary sex determination	0.000000	zero	0.000000	zero	0.000000	zero	0	10
hp:0000158	mp:0009906	Macroglossia	increased tongue size	0.000000	zero	0.285714	low	1.000000	high	4	14
hp:0000174	mp:0003755	Abnormal palate morphology	abnormal palate morphology	1.000000	high	0.250000	low	1.000000	high	4	16
hp:0000175	mp:0000111	Cleft palate	cleft palate	1.000000	high	0.272727	low	1.000000	high	3	11
hp:0000185	mp:0013546	Cleft soft palate	cleft soft palate	1.000000	high	0.444444	medium	1.000000	high	4	9
hp:0000218	mp:0003757	High palate	high palate	1.000000	high	0.250000	low	1.000000	high	2	8
hp:0000219	mp:0030168	Thin upper lip vermilion	thin upper lip	0.750000	high	0.307692	low	1.000000	high	4	13
hp:0000224	mp:0031091	Hypogeusia	hypogeusia	1.000000	high	0.272727	low	1.000000	high	3	11
hp:0000238	mp:0001891	Hydrocephalus	hydrocephaly	0.000000	zero	0.181818	low	1.000000	high	2	11
hp:0000243	mp:0030368	Trigonocephaly	trigonocephaly	1.000000	high	0.888889	high	1.000000	high	8	9
hp:0000252	mp:0000433	Microcephaly	microcephaly	1.000000	high	0.500000	medium	1.000000	high	6	12
hp:0000256	mp:0000434	Macrocephaly	megacephaly	0.000000	zero	0.466667	medium	1.000000	high	7	15
hp:0000268	mp:0003742	Dolichocephaly	narrow head	0.000000	zero	0.250000	low	1.000000	high	3	12
hp:0000271	mp:0003743	Abnormality of the face	abnormal facial morphology	0.000000	zero	0.166667	low	0.250000	low	2	12
hp:0000286	mp:0006168	Epicanthus	epicanthus inversus	0.500000	medium	0.187500	low	0.500000	medium	3	16
hp:0000316	mp:0001300	Hypertelorism	ocular hypertelorism	0.500000	medium	0.894737	high	1.000000	high	17	19
hp:0000322	mp:0030193	Short philtrum	short philtrum	1.000000	high	0.615385	medium	1.000000	high	8	13
hp:0000324	mp:0030099	Facial asymmetry	facial asymmetry	1.000000	high	0.833333	high	1.000000	high	15	18
hp:0000329	mp:0031292	Facial hemangioma	increased facial hemangioma incidence	0.500000	medium	0.250000	low	1.000000	high	2	8
hp:0000340	mp:0030048	Sloping forehead	sloping forehead	1.000000	high	1.000000	high	1.000000	high	5	5
hp:0000341	mp:0030045	Narrow forehead	abnormal forehead shape	0.250000	low	0.062500	low	0.250000	low	1	16
hp:0000347	mp:0002639	Micrognathia	micrognathia	1.000000	high	0.260870	low	1.000000	high	6	23
hp:0000358	mp:0003715	Posteriorly rotated ears	posteriorly rotated ears	1.000000	high	0.266667	low	1.000000	high	4	15
hp:0000359	mp:0000026	Abnormality of the inner ear	abnormal inner ear morphology	0.285714	low	0.153846	low	0.500000	medium	2	13
hp:0000360	mp:0003741	Tinnitus	tinnitus	1.000000	high	0.500000	medium	1.000000	high	5	10
hp:0000364	mp:0001963	Hearing abnormality	abnormal hearing physiology	0.250000	low	0.200000	low	0.666667	high	2	10
hp:0000365	mp:0006325	Hearing impairment	impaired hearing	0.333333	medium	0.230769	low	1.000000	high	3	13
hp:0000369	mp:0000024	Low-set ears	lowered ear position	0.000000	zero	0.555556	medium	1.000000	high	5	9
hp:0000372	mp:0006033	Abnormal auditory canal morphology	abnormal external auditory canal morphology	0.800000	high	0.444444	medium	0.800000	high	4	9
hp:0000378	mp:0003735	Cupped ear	cup-shaped ears	0.000000	zero	0.571429	medium	1.000000	high	4	7
hp:0000384	mp:0031305	Preauricular skin tag	preauricular skin tag	1.000000	high	0.562500	medium	1.000000	high	9	16
hp:0000396	mp:0030092	Overfolded helix	abnormal outer ear helix morphology	0.166667	low	0.200000	low	0.200000	low	2	10
hp:0000402	mp:0031285	Stenosis of the external auditory canal	external auditory canal stenosis	0.666667	high	0.500000	medium	1.000000	high	9	18
hp:0000405	mp:0006326	Conductive hearing impairment	conductive hearing impairment	1.000000	high	0.500000	medium	1.000000	high	3	6
hp:0000407	mp:0006329	Sensorineural hearing impairment	sensorineural hearing impairment	1.000000	high	0.833333	high	1.000000	high	5	6
hp:0000411	mp:0000021	Protruding ear	prominent ears	0.000000	zero	0.400000	medium	0.333333	medium	2	5
hp:0000413	mp:0009707	Atresia of the external auditory canal	absent external auditory canal	0.428571	medium	0.461538	medium	1.000000	high	6	13
hp:0000431	mp:0000449	Wide nasal bridge	broad nasal bridge	0.500000	medium	0.461538	medium	1.000000	high	6	13
hp:0000453	mp:0008970	Choanal atresia	choanal atresia	1.000000	high	0.181818	low	1.000000	high	2	11
hp:0000458	mp:0004512	Anosmia	anosmia	1.000000	high	0.266667	low	1.000000	high	4	15
hp:0000464	mp:0012719	Abnormality of the neck	abnormal neck morphology	0.166667	low	0.200000	low	0.500000	medium	2	10
hp:0000465	mp:0012077	Webbed neck	webbed neck	1.000000	high	0.666667	high	1.000000	high	4	6
hp:0000470	mp:0012721	Short neck	short neck	1.000000	high	0.800000	high	1.000000	high	4	5
hp:0000473	mp:0030126	Torticollis	torticollis	1.000000	high	0.875000	high	1.000000	high	7	8
hp:0000476	mp:0031310	Cystic hygroma	abnormal cyst	0.000000	zero	0.000000	zero	0.000000	zero	0	8
hp:0000486	mp:0005254	Strabismus	strabismus	1.000000	high	0.200000	low	1.000000	high	1	5
hp:0000508	mp:0001344	Ptosis	blepharoptosis	0.000000	zero	0.307692	low	1.000000	high	4	13
hp:0000509	mp:0001311	Conjunctivitis		0.000000	zero	0.000000	zero	0.000000	zero	0	4
hp:0000519	mp:0031345	Developmental cataract	developmental cataract	1.000000	high	0.250000	low	1.000000	high	3	12
hp:0000520	mp:0002750	Proptosis	exophthalmos	0.000000	zero	0.352941	medium	1.000000	high	6	17
hp:0000527	mp:0031288	Long eyelashes	long eyelid cilia	0.250000	low	0.384615	medium	1.000000	high	5	13
hp:0000528	mp:0001293	Anophthalmia	anophthalmia	1.000000	high	0.210526	low	1.000000	high	4	19
hp:0000565	mp:0005256	Esotropia	esotropia	1.000000	high	0.600000	medium	1.000000	high	3	5
hp:0000568	mp:0001297	Microphthalmia	microphthalmia	1.000000	high	0.500000	medium	1.000000	high	6	12
hp:0000577	mp:0005255	Exotropia	exotropia	1.000000	high	0.200000	low	1.000000	high	1	5
hp:0000579	mp:0013451	Nasolacrimal duct obstruction	nasolacrimal duct obstruction	1.000000	high	0.444444	medium	1.000000	high	4	9
hp:0000582	mp:0001340	Upslanted palpebral fissure	abnormal eyelid morphology	0.000000	zero	0.038462	low	0.111111	low	1	26
hp:0000587	mp:0001330	Abnormal optic nerve morphology	abnormal optic nerve morphology	1.000000	high	0.416667	medium	1.000000	high	5	12
hp:0000588	mp:0010717	Optic disc coloboma	optic nerve coloboma	0.500000	medium	0.666667	high	1.000000	high	4	6
hp:0000601	mp:0006197	Hypotelorism	ocular hypotelorism	0.500000	medium	0.789474	high	1.000000	high	15	19
hp:0000609	mp:0006221	Optic nerve hypoplasia	optic nerve hypoplasia	1.000000	high	0.444444	medium	1.000000	high	4	9
hp:0000613	mp:0013787	Photophobia	photophobia	1.000000	high	0.214286	low	1.000000	high	3	14
hp:0000622	mp:0006149	Blurred vision	decreased visual acuity	0.000000	zero	0.200000	low	1.000000	high	2	10
hp:0000627	mp:0006250	Posterior embryotoxon	abnormal line of Schwalbe morphology	0.000000	zero	0.000000	zero	0.000000	zero	0	9
hp:0000639	mp:0004844	Nystagmus	abnormal vestibuloocular reflex	0.000000	zero	0.166667	low	0.500000	medium	2	12
hp:0000646	mp:0006149	Amblyopia	decreased visual acuity	0.000000	zero	0.000000	zero	0.000000	zero	0	15
hp:0000648	mp:0001059	Optic atrophy	optic nerve atrophy	0.666667	high	0.500000	medium	1.000000	high	3	6
hp:0000651	mp:0006150	Diplopia	double vision	0.000000	zero	1.000000	high	1.000000	high	3	3
hp:0000682	mp:0002576	Abnormal dental enamel morphology	abnormal enamel morphology	0.750000	high	0.250000	low	0.750000	high	3	12
hp:0000698	mp:0030499	Conical tooth	conical tooth	1.000000	high	0.700000	high	1.000000	high	7	10
hp:0000707	mp:0003631	Abnormality of the nervous system	nervous system phenotype	0.333333	medium	0.105263	low	0.333333	medium	2	19
hp:0000708	mp:0004924	Atypical behavior	abnormal behavior	0.333333	medium	0.066667	low	0.333333	medium	1	15
hp:0000713	mp:0008912	Agitation	nervous	0.000000	zero	0.000000	zero	0.000000	zero	0	6
hp:0000716	mp:0002573	Depression	behavioral despair	0.000000	zero	0.000000	zero	0.000000	zero	0	8
hp:0000716	mp:0003360	Depression	abnormal depression-related behavior	0.250000	low	0.111111	low	0.250000	low	1	9
hp:0000739	mp:0001363	Anxiety	increased anxiety-related response	0.250000	low	0.083333	low	0.500000	medium	1	12
hp:0000739	mp:0001363	Anxiety	increased anxiety-related response	0.250000	low	0.083333	low	0.500000	medium	1	12
hp:0000766	mp:0000157	Abnormal sternum morphology	abnormal sternum morphology	1.000000	high	0.187500	low	1.000000	high	3	16
hp:0000766	mp:0004322	Abnormal sternum morphology	abnormal sternebra morphology	0.500000	medium	0.125000	low	0.500000	medium	2	16
hp:0000766	mp:0010082	Abnormal sternum morphology	sternebra fusion	0.000000	zero	0.000000	zero	0.000000	zero	0	19
hp:0000767	mp:0012514	Pectus excavatum	pectus excavatum	1.000000	high	0.500000	medium	1.000000	high	4	8
hp:0000768	mp:0031277	Pectus carinatum	pectus carinatum	1.000000	high	0.363636	medium	1.000000	high	4	11
hp:0000775	mp:0002279	Abnormality of the diaphragm	abnormal diaphragm morphology	0.166667	low	0.090909	low	0.250000	low	1	11
hp:0000776	mp:0003924	Congenital diaphragmatic hernia	diaphragmatic hernia	0.666667	high	0.600000	medium	1.000000	high	3	5
hp:0000778	mp:0001823	Hypoplasia of the thymus	thymus hypoplasia	0.500000	medium	0.333333	medium	1.000000	high	3	9
hp:0000787	mp:0002708	Nephrolithiasis	nephrolithiasis	1.000000	high	0.625000	medium	1.000000	high	5	8
hp:0000790	mp:0005161	Hematuria	hematuria	1.000000	high	0.142857	low	1.000000	high	1	7
hp:0000807	mp:0031295	Glanular hypospadias	glanular hypospadia	0.333333	medium	0.400000	medium	0.500000	medium	2	5
hp:0000808	mp:0031296	Penoscrotal hypospadias	penoscrotal hypospadia	0.333333	medium	0.333333	medium	0.333333	medium	1	3
hp:0000821	mp:0003503	Hypothyroidism	decreased activity of thyroid gland	0.000000	zero	0.200000	low	1.000000	high	2	10
hp:0000823	mp:0001938	Delayed puberty	delayed sexual maturation	0.250000	low	0.090909	low	0.250000	low	1	11
hp:0000824	mp:0005120	Decreased response to growth hormone stimulation test	decreased circulating growth hormone level	0.333333	medium	0.176471	low	0.428571	medium	3	17
hp:0000889	mp:0005298	Abnormal clavicle morphology	abnormal clavicle morphology	1.000000	high	0.272727	low	1.000000	high	3	11
hp:0000921	mp:0003345	Missing ribs	decreased rib number	0.000000	zero	0.500000	medium	1.000000	high	4	8
hp:0000924	mp:0005390	Abnormality of the skeletal system	skeleton phenotype	0.000000	zero	0.000000	zero	0.000000	zero	0	9
hp:0000925	mp:0004703	Abnormality of the vertebral column	abnormal vertebral column morphology	0.285714	low	0.500000	medium	0.750000	high	5	10
hp:0000929	mp:0000438	Abnormal skull morphology	abnormal cranium morphology	0.500000	medium	0.230769	low	1.000000	high	3	13
hp:0000957	mp:0002095	Cafe-au-lait spot	abnormal skin pigmentation	0.000000	zero	0.062500	low	0.125000	low	1	16
hp:0000958	mp:0003853	Dry skin	dry skin	1.000000	high	1.000000	high	1.000000	high	3	3
hp:0000961	mp:0001575	Cyanosis	cyanosis	1.000000	high	0.142857	low	1.000000	high	1	7
hp:0000967	mp:0008816	Petechiae	petechiae	1.000000	high	0.666667	high	1.000000	high	4	6
hp:0000979	mp:0011515	Purpura	purpura	1.000000	high	0.100000	low	1.000000	high	1	10
hp:0000988	mp:0031103	Skin rash	skin rash	1.000000	high	0.500000	medium	1.000000	high	2	4
hp:0000989	mp:0010072	Pruritus	increased pruritus	0.500000	medium	0.125000	low	0.500000	medium	1	8
hp:0001000	mp:0002095	Abnormality of skin pigmentation	abnormal skin pigmentation	0.400000	medium	0.250000	low	1.000000	high	3	12
hp:0001028	mp:0002947	Hemangioma	increased hemangioma incidence	0.333333	medium	0.111111	low	1.000000	high	1	9
hp:0001063	mp:0001575	Acrocyanosis	cyanosis	0.000000	zero	0.000000	zero	0.000000	zero	0	11
hp:0001067	mp:0010314	Neurofibroma	increased neurofibroma incidence	0.333333	medium	0.125000	low	0.333333	medium	1	8
hp:0001096	mp:0006194	Keratoconjunctivitis	keratoconjunctivitis	1.000000	high	0.200000	low	1.000000	high	1	5
hp:0001097	mp:0001337	Keratoconjunctivitis sicca	dry eyes	0.000000	zero	0.375000	medium	1.000000	high	3	8
hp:0001159	mp:0000564	Syndactyly	syndactyly	1.000000	high	0.444444	medium	1.000000	high	4	9
hp:0001161	mp:0000562	Hand polydactyly	polydactyly	0.500000	medium	0.166667	low	0.500000	medium	2	12
hp:0001191	mp:0000554	Abnormal carpal morphology	abnormal carpal bone morphology	0.750000	high	0.307692	low	0.750000	high	4	13
hp:0001195	mp:0003230	Single umbilical artery	abnormal umbilical artery morphology	0.400000	medium	0.187500	low	0.400000	medium	3	16
hp:0001250	mp:0002064	Seizure	seizures	0.000000	zero	0.111111	low	1.000000	high	1	9
hp:0001251	mp:0001393	Ataxia	ataxia	1.000000	high	0.200000	low	1.000000	high	1	5
hp:0001252	mp:0004144	Hypotonia	hypotonia	1.000000	high	0.090909	low	1.000000	high	1	11
hp:0001254	mp:0005202	Lethargy	lethargy	1.000000	high	0.333333	medium	1.000000	high	3	9
hp:0001260	mp:0001529	Dysarthria	abnormal vocalization	0.000000	zero	0.000000	zero	0.000000	zero	0	7
hp:0001269	mp:0031201	Hemiparesis	hemiparesis	1.000000	high	0.125000	low	1.000000	high	1	8
hp:0001272	mp:0014185	Cerebellar atrophy	cerebellum atrophy	0.333333	medium	0.571429	medium	1.000000	high	4	7
hp:0001276	mp:0012052	Hypertonia	hypertonicity	0.000000	zero	0.153846	low	1.000000	high	2	13
hp:0001279	mp:0031302	Syncope	syncope	1.000000	high	0.750000	high	1.000000	high	3	4
hp:0001284	mp:0031122	Areflexia	areflexia	1.000000	high	0.444444	medium	1.000000	high	4	9
hp:0001287	mp:0031110	Meningitis	meningitis	1.000000	high	0.750000	high	1.000000	high	6	8
hp:0001288	mp:0001406	Gait disturbance	abnormal gait	0.333333	medium	0.153846	low	1.000000	high	2	13
hp:0001290	mp:0004144	Generalized hypotonia	hypotonia	0.500000	medium	0.111111	low	0.500000	medium	1	9
hp:0001298	mp:0013806	Encephalopathy	encephalopathy	1.000000	high	0.250000	low	1.000000	high	1	4
hp:0001320	mp:0000866	Cerebellar vermis hypoplasia	cerebellum vermis hypoplasia	0.500000	medium	0.625000	medium	1.000000	high	5	8
hp:0001321	mp:0000851	Cerebellar hypoplasia	cerebellum hypoplasia	0.333333	medium	0.400000	medium	1.000000	high	4	10
hp:0001324	mp:0000747	Muscle weakness	muscle weakness	1.000000	high	0.666667	high	1.000000	high	2	3
hp:0001336	mp:0000243	Myoclonus	myoclonus	1.000000	high	0.333333	medium	1.000000	high	3	9
hp:0001342	mp:0001916	Cerebral hemorrhage	intracerebral hemorrhage	0.333333	medium	0.555556	medium	1.000000	high	5	9
hp:0001355	mp:0012139	Megalencephaly	increased forebrain size	0.000000	zero	0.111111	low	0.333333	medium	1	9
hp:0001363	mp:0000081	Craniosynostosis	premature cranial suture closure	0.000000	zero	0.625000	medium	1.000000	high	10	16
hp:0001374	mp:0030796	Congenital hip dislocation	hip dislocation	0.666667	high	0.272727	low	0.666667	high	3	11
hp:0001385	mp:0004509	Hip dysplasia	abnormal pelvic girdle bone morphology	0.000000	zero	0.117647	low	0.200000	low	2	17
hp:0001388	mp:0030797	obsolete Joint laxity	joint laxity	0.666667	high	0.333333	medium	0.666667	high	2	6
hp:0001397	mp:0002628	Hepatic steatosis	hepatic steatosis	1.000000	high	0.444444	medium	1.000000	high	4	9
hp:0001399	mp:0003326	Hepatic failure	liver failure	0.333333	medium	0.750000	high	1.000000	high	3	4
hp:0001410	mp:0003325	Decreased liver function	decreased liver function	1.000000	high	0.375000	medium	1.000000	high	3	8
hp:0001414	mp:0031116	Microvesicular hepatic steatosis	microvesicular hepatic steatosis	1.000000	high	0.600000	medium	1.000000	high	3	5
hp:0001507	mp:0001265	Growth abnormality	decreased body size	0.000000	zero	0.000000	zero	0.000000	zero	0	16
hp:0001511	mp:0010865	Intrauterine growth retardation	prenatal growth retardation	0.500000	medium	0.277778	low	1.000000	high	5	18
hp:0001537	mp:0010146	Umbilical hernia	umbilical hernia	1.000000	high	1.000000	high	1.000000	high	2	2
hp:0001539	mp:0003052	Omphalocele	omphalocele	1.000000	high	0.400000	medium	1.000000	high	2	5
hp:0001601	mp:0002249	Laryngomalacia	abnormal larynx morphology	0.000000	zero	0.000000	zero	0.000000	zero	0	12
hp:0001609	mp:0001529	Hoarse voice	abnormal vocalization	0.000000	zero	0.000000	zero	0.000000	zero	0	6
hp:0001618	mp:0001529	Dysphonia	abnormal vocalization	0.000000	zero	0.000000	zero	0.000000	zero	0	9
hp:0001626	mp:0005385	Abnormality of the cardiovascular system	cardiovascular system phenotype	0.333333	medium	0.166667	low	0.333333	medium	2	12
hp:0001627	mp:0000266	Abnormal heart morphology	abnormal heart morphology	1.000000	high	0.250000	low	1.000000	high	4	16
hp:0001629	mp:0010402	Ventricular septal defect	ventricular septal defect	1.000000	high	0.250000	low	1.000000	high	4	16
hp:0001631	mp:0010403	Atrial septal defect	atrial septal defect	1.000000	high	0.227273	low	1.000000	high	5	22
hp:0001633	mp:0000286	Abnormal mitral valve morphology	abnormal mitral valve morphology	1.000000	high	0.307692	low	1.000000	high	4	13
hp:0001635	mp:0006138	Congestive heart failure	congestive heart failure	1.000000	high	0.333333	medium	1.000000	high	3	9
hp:0001636	mp:0002127	Tetralogy of Fallot	abnormal cardiovascular system morphology	0.000000	zero	0.000000	zero	0.000000	zero	0	21
hp:0001638	mp:0005330	Cardiomyopathy	cardiomyopathy	1.000000	high	0.111111	low	1.000000	high	1	9
hp:0001641	mp:0002748	Abnormal pulmonary valve morphology	abnormal pulmonary valve morphology	1.000000	high	0.294118	low	1.000000	high	5	17
hp:0001642	mp:0006128	Pulmonic stenosis	pulmonary valve stenosis	0.250000	low	0.333333	medium	1.000000	high	4	12
hp:0001642	mp:0010449	Pulmonic stenosis	heart right ventricle outflow tract stenosis	0.142857	low	0.181818	low	0.666667	high	4	22
hp:0001643	mp:0003139	Patent ductus arteriosus	patent ductus arteriosus	1.000000	high	0.777778	high	1.000000	high	7	9
hp:0001646	mp:0002747	Abnormal aortic valve morphology	abnormal aortic valve morphology	1.000000	high	0.312500	low	1.000000	high	5	16
hp:0001647	mp:0010484	Bicuspid aortic valve	bicuspid aortic valve	1.000000	high	0.300000	low	1.000000	high	3	10
hp:0001649	mp:0002626	Tachycardia	increased heart rate	0.000000	zero	0.444444	medium	1.000000	high	4	9
hp:0001651	mp:0000644	Dextrocardia	dextrocardia	1.000000	high	0.176471	low	1.000000	high	3	17
hp:0001653	mp:0006045	Mitral regurgitation	mitral valve regurgitation	0.666667	high	0.400000	medium	1.000000	high	4	10
hp:0001655	mp:0004225	Patent foramen ovale	patent cardiac foramen ovale	0.750000	high	0.833333	high	1.000000	high	5	6
hp:0001658	mp:0031217	Myocardial infarction	increased susceptibility to myocardial ischemic injury	0.142857	low	0.071429	low	0.142857	low	1	14
hp:0001659	mp:0006047	Aortic regurgitation	aortic valve regurgitation	0.666667	high	0.363636	medium	1.000000	high	4	11
hp:0001663	mp:0006110	Ventricular fibrillation	ventricular fibrillation	1.000000	high	1.000000	high	1.000000	high	3	3
hp:0001679	mp:0000272	Abnormal aortic morphology	abnormal aorta morphology	0.500000	medium	0.300000	low	1.000000	high	3	10
hp:0001680	mp:0003387	Coarctation of aorta	aorta coarctation	0.666667	high	0.666667	high	1.000000	high	4	6
hp:0001682	mp:0010463	Subvalvular aortic stenosis	aorta stenosis	0.250000	low	0.230769	low	0.666667	high	3	13
hp:0001684	mp:0010405	Secundum atrial septal defect	ostium secundum atrial septal defect	0.800000	high	0.625000	medium	1.000000	high	5	8
hp:0001696	mp:0011252	Situs inversus totalis	situs inversus totalis	1.000000	high	0.214286	low	1.000000	high	3	14
hp:0001698	mp:0005312	Pericardial effusion	pericardial effusion	1.000000	high	0.250000	low	1.000000	high	2	8
hp:0001700	mp:0006085	Myocardial necrosis	myocardium necrosis	0.333333	medium	0.333333	medium	1.000000	high	2	6
hp:0001701	mp:0001857	Pericarditis	pericarditis	1.000000	high	0.125000	low	1.000000	high	1	8
hp:0001702	mp:0002624	Abnormal tricuspid valve morphology	abnormal tricuspid valve morphology	1.000000	high	0.333333	medium	1.000000	high	4	12
hp:0001707	mp:0003920	Abnormal right ventricle morphology	abnormal heart right ventricle morphology	0.800000	high	0.500000	medium	1.000000	high	5	10
hp:0001710	mp:0006126	Conotruncal defect	abnormal cardiac outflow tract development	0.000000	zero	0.000000	zero	0.000000	zero	0	12
hp:0001711	mp:0003921	Abnormal left ventricle morphology	abnormal heart left ventricle morphology	0.800000	high	0.600000	medium	1.000000	high	6	10
hp:0001719	mp:0000284	Double outlet right ventricle	double outlet right ventricle	1.000000	high	0.500000	medium	1.000000	high	5	10
hp:0001734	mp:0006261	Annular pancreas	annular pancreas	1.000000	high	1.000000	high	1.000000	high	5	5
hp:0001741	mp:0003554	Phimosis	phimosis	1.000000	high	0.333333	medium	1.000000	high	1	3
hp:0001742	mp:0031101	Nasal congestion	nasal obstruction	0.333333	medium	0.714286	high	1.000000	high	5	7
hp:0001743	mp:0000689	Abnormality of the spleen	abnormal spleen morphology	0.166667	low	0.100000	low	0.200000	low	1	10
hp:0001743	mp:0008737	Abnormality of the spleen	abnormal spleen physiology	0.166667	low	0.166667	low	0.166667	low	1	6
hp:0001746	mp:0000690	Asplenia	absent spleen	0.000000	zero	0.428571	medium	1.000000	high	3	7
hp:0001748	mp:0003342	Polysplenia	accessory spleen	0.000000	zero	0.222222	low	1.000000	high	2	9
hp:0001750	mp:0010432	Single ventricle	common ventricle	0.333333	medium	0.375000	medium	1.000000	high	3	8
hp:0001762	mp:0000576	Talipes equinovarus	clubfoot	0.000000	zero	0.352941	medium	1.000000	high	6	17
hp:0001776	mp:0000576	Bilateral talipes equinovarus	clubfoot	0.000000	zero	0.357143	medium	0.666667	high	5	14
hp:0001780	mp:0002110	Abnormal toe morphology	abnormal digit morphology	0.500000	medium	0.307692	low	1.000000	high	4	13
hp:0001824	mp:0001263	Weight loss	weight loss	1.000000	high	0.666667	high	1.000000	high	2	3
hp:0001829	mp:0000562	Foot polydactyly	polydactyly	0.500000	medium	0.153846	low	0.500000	medium	2	13
hp:0001832	mp:0003072	Abnormal metatarsal morphology	abnormal metatarsal bone morphology	0.750000	high	0.666667	high	1.000000	high	6	9
hp:0001840	mp:0003072	Metatarsus adductus	abnormal metatarsal bone morphology	0.000000	zero	0.050000	low	0.111111	low	1	20
hp:0001873	mp:0003179	Thrombocytopenia	thrombocytopenia	1.000000	high	0.300000	low	1.000000	high	3	10
hp:0001882	mp:0000221	Decreased total leukocyte count	decreased leukocyte cell number	0.333333	medium	0.470588	medium	1.000000	high	8	17
hp:0001888	mp:0005016	Decreased total lymphocyte count	decreased lymphocyte cell number	0.333333	medium	0.357143	medium	1.000000	high	5	14
hp:0001902	mp:0030025	Giant platelets	giant platelets	1.000000	high	0.666667	high	1.000000	high	2	3
hp:0001907	mp:0031158	Thromboembolism	abnormal venous thrombosis	0.000000	zero	0.222222	low	0.375000	medium	4	18
